Date,City,Product,Category,Quantity,Unit Price,Total Sales,Channel
23-Dec-2024,Bengaluru,Bluetooth Speaker,Audio,2,99451.10,198902.20,Retail Store
16-Aug-2022,Bengaluru,Tablet,Tablets,10,48744.96,487449.60,Online
29-Oct-2024,Delhi,Keyboard,Accessories,9,59224.65,533021.85,Retail Store
29-Jun-2024,Mumbai,Smartwatch,Wearables,6,79467.23,476803.38,Retail Store
29-Sep-2023,Pune,LED TV,Television,6,98465.46,590792.76,Retail Store
3-Jan-2022,Chennai,Smartwatch,Wearables,2,119692.16,239384.32,Retail Store
18-Apr-2023,Pune,Smartphone,Mobiles,5,110180.92,550904.60,Online
22-Feb-2024,Bengaluru,Headphones,Audio,4,64835.81,259343.24,Retail Store
24-Feb-2023,Pune,LED TV,Television,10,110340.28,1103402.80,Retail Store
17-Nov-2023,Delhi,Keyboard,Accessories,10,111605.34,1116053.40,Retail Store
5-Sep-2022,Pune,Tablet,Tablets,5,86884.34,434421.70,Online
31-Jul-2022,Jaipur,Bluetooth Speaker,Audio,5,81973.82,409869.10,Online
25-Jun-2022,Delhi,LED TV,Television,6,69914.68,419488.08,Online
13-Nov-2024,Bengaluru,LED TV,Television,1,46754.70,46754.70,Retail Store
18-Feb-2022,Jaipur,Smartphone,Mobiles,2,26529.30,53058.60,Online
5-May-2024,Chennai,Bluetooth Speaker,Audio,5,95918.75,479593.75,Online
14-Aug-2024,Hyderabad,Smartwatch,Wearables,10,37314.16,373141.60,Retail Store
19-Nov-2023,Mumbai,Tablet,Tablets,6,88015.77,528094.62,Online
25-Aug-2022,Pune,Bluetooth Speaker,Audio,4,92992.52,371970.08,Online
25-May-2023,Jaipur,Bluetooth Speaker,Audio,7,82556.93,577898.51,Retail Store
30-Apr-2024,Kolkata,LED TV,Television,2,107480.08,214960.16,Retail Store
23-Dec-2023,Pune,Laptop,Computers,10,59014.42,590144.20,Online
12-Nov-2024,Bengaluru,Headphones,Audio,5,111020.11,555100.55,Online
26-Jan-2022,Kolkata,Bluetooth Speaker,Audio,8,60654.63,485237.04,Retail Store
18-Dec-2023,Jaipur,Laptop,Computers,10,21506.19,215061.90,Retail Store
21-Aug-2023,Mumbai,Laptop,Computers,8,48149.41,385195.28,Online
15-Aug-2022,Hyderabad,Bluetooth Speaker,Audio,9,55119.38,496074.42,Online
22-Apr-2022,Pune,Keyboard,Accessories,2,53360.60,106721.20,Online
24-Oct-2023,Jaipur,Smartphone,Mobiles,10,119949.14,1199491.40,Retail Store
9-Jan-2024,Jaipur,Tablet,Tablets,7,114481.69,801371.83,Online
8-Oct-2022,Hyderabad,LED TV,Television,7,35587.90,249115.30,Retail Store
5-Nov-2024,Pune,Headphones,Audio,7,51754.57,362281.99,Retail Store
4-Dec-2024,Kolkata,Tablet,Tablets,10,52613.69,526136.90,Retail Store
28-Mar-2022,Jaipur,Tablet,Tablets,5,28522.10,142610.50,Online
15-Apr-2022,Bengaluru,Laptop,Computers,10,9969.12,99691.20,Retail Store
12-Oct-2023,Hyderabad,Smartwatch,Wearables,10,112291.22,1122912.20,Retail Store
9-Dec-2023,Mumbai,Laptop,Computers,7,74145.09,519015.63,Retail Store
25-Nov-2023,Mumbai,Keyboard,Accessories,8,13591.80,108734.40,Online
22-Jun-2023,Hyderabad,Smartwatch,Wearables,8,117270.22,938161.76,Retail Store
12-Jul-2022,Chennai,Bluetooth Speaker,Audio,8,48032.05,384256.40,Retail Store
27-Dec-2024,Bengaluru,Laptop,Computers,10,88869.81,888698.10,Retail Store
8-Dec-2023,Kolkata,LED TV,Television,5,29386.74,146933.70,Online
30-Apr-2024,Delhi,Laptop,Computers,2,44606.92,89213.84,Retail Store
4-Dec-2022,Mumbai,Keyboard,Accessories,9,56954.80,512593.20,Retail Store
7-Nov-2024,Pune,Tablet,Tablets,7,88531.85,619722.95,Online
13-Aug-2024,Chennai,Tablet,Tablets,10,61502.98,615029.80,Retail Store
13-May-2022,Chennai,Smartphone,Mobiles,10,119947.93,1199479.30,Retail Store
15-Jul-2023,Kolkata,Bluetooth Speaker,Audio,3,78933.30,236799.90,Online
10-Jun-2024,Chennai,Smartphone,Mobiles,2,76684.56,153369.12,Online
30-Apr-2023,Pune,Tablet,Tablets,4,19596.01,78384.04,Retail Store
13-Aug-2022,Delhi,Keyboard,Accessories,6,115727.64,694365.84,Retail Store
16-Sep-2022,Delhi,Laptop,Computers,5,40935.86,204679.30,Retail Store
1-Jul-2024,Chennai,Smartphone,Mobiles,2,71435.42,142870.84,Online
17-Feb-2024,Bengaluru,LED TV,Television,2,111251.06,222502.12,Retail Store
21-Apr-2023,Mumbai,Laptop,Computers,8,57492.02,459936.16,Retail Store
24-Aug-2024,Jaipur,Smartphone,Mobiles,1,46427.27,46427.27,Online
1-Apr-2023,Mumbai,Headphones,Audio,2,88297.03,176594.06,Retail Store
17-Dec-2022,Kolkata,Headphones,Audio,8,39284.75,314278.00,Online
24-Jun-2024,Mumbai,Laptop,Computers,2,17857.55,35715.10,Online
3-Nov-2024,Bengaluru,Keyboard,Accessories,7,70607.45,494252.15,Retail Store
7-Dec-2024,Mumbai,Laptop,Computers,3,77338.40,232015.20,Online
27-Jun-2022,Pune,Headphones,Audio,8,90518.90,724151.20,Retail Store
30-Oct-2024,Bengaluru,Laptop,Computers,3,10799.13,32397.39,Retail Store
21-Jul-2024,Jaipur,LED TV,Television,2,31035.96,62071.92,Online
26-Jan-2024,Hyderabad,Smartwatch,Wearables,1,113194.14,113194.14,Retail Store
26-May-2022,Mumbai,Smartwatch,Wearables,2,109503.66,219007.32,Online
23-Dec-2022,Kolkata,Headphones,Audio,8,52981.69,423853.52,Online
2-Aug-2022,Mumbai,Smartwatch,Wearables,8,31334.03,250672.24,Online
10-Nov-2023,Jaipur,Laptop,Computers,7,30917.97,216425.79,Online
10-Jul-2024,Pune,Tablet,Tablets,9,45967.33,413705.97,Retail Store
19-Apr-2022,Chennai,Smartphone,Mobiles,10,64593.31,645933.10,Retail Store
7-Feb-2022,Pune,Keyboard,Accessories,4,67673.71,270694.84,Online
15-Apr-2022,Kolkata,Smartwatch,Wearables,5,83623.91,418119.55,Retail Store
25-Jan-2024,Bengaluru,Headphones,Audio,7,116596.52,816175.64,Retail Store
30-Sep-2022,Mumbai,Smartphone,Mobiles,8,105461.50,843692.00,Online
18-Nov-2023,Jaipur,Headphones,Audio,10,9326.70,93267.00,Retail Store
29-Jan-2023,Kolkata,Smartphone,Mobiles,1,49957.77,49957.77,Online
28-Jan-2022,Kolkata,Smartwatch,Wearables,3,104594.58,313783.74,Online
11-Dec-2022,Chennai,Keyboard,Accessories,9,117803.36,1060230.24,Online
9-May-2022,Pune,LED TV,Television,5,57070.49,285352.45,Online
15-Apr-2022,Chennai,Tablet,Tablets,9,14536.23,130826.07,Retail Store
2-Jan-2024,Jaipur,Laptop,Computers,1,68941.53,68941.53,Online
19-Dec-2023,Jaipur,Bluetooth Speaker,Audio,4,77098.55,308394.20,Online
1-Nov-2023,Mumbai,Headphones,Audio,1,7049.80,7049.80,Online
16-Sep-2024,Hyderabad,LED TV,Television,6,23905.98,143435.88,Retail Store
14-Feb-2022,Bengaluru,Keyboard,Accessories,1,68935.60,68935.60,Retail Store
1-Jun-2022,Hyderabad,Smartphone,Mobiles,3,65528.85,196586.55,Online
3-Jul-2024,Chennai,LED TV,Television,4,31086.61,124346.44,Retail Store
7-Nov-2023,Pune,Keyboard,Accessories,3,92342.20,277026.60,Retail Store
3-May-2023,Mumbai,Tablet,Tablets,9,61448.89,553040.01,Retail Store
30-Oct-2022,Bengaluru,LED TV,Television,1,80597.86,80597.86,Online
5-May-2022,Hyderabad,Bluetooth Speaker,Audio,1,109290.23,109290.23,Online
3-Dec-2023,Hyderabad,Smartwatch,Wearables,7,97961.04,685727.28,Retail Store
30-Mar-2024,Hyderabad,Tablet,Tablets,3,7849.82,23549.46,Retail Store
18-Mar-2023,Bengaluru,Headphones,Audio,10,115158.33,1151583.30,Retail Store
25-Feb-2022,Jaipur,Bluetooth Speaker,Audio,5,37821.06,189105.30,Retail Store
1-Oct-2024,Bengaluru,LED TV,Television,7,21768.07,152376.49,Retail Store
26-Jul-2024,Chennai,Laptop,Computers,5,25976.96,129884.80,Online
19-Mar-2023,Delhi,LED TV,Television,4,82702.24,330808.96,Retail Store
21-Aug-2024,Mumbai,Smartphone,Mobiles,8,22922.33,183378.64,Retail Store
4-Jun-2022,Kolkata,Laptop,Computers,8,70270.76,562166.08,Online
26-Mar-2024,Hyderabad,Bluetooth Speaker,Audio,1,14640.19,14640.19,Retail Store
2-Nov-2022,Bengaluru,Smartphone,Mobiles,1,113369.09,113369.09,Online
31-Jul-2024,Delhi,Headphones,Audio,4,10759.06,43036.24,Retail Store
3-Sep-2022,Jaipur,Tablet,Tablets,9,6730.42,60573.78,Retail Store
16-Jul-2023,Delhi,Smartphone,Mobiles,7,69585.81,487100.67,Online
12-Jun-2022,Chennai,Smartphone,Mobiles,3,10072.45,30217.35,Online
1-Sep-2022,Pune,Smartphone,Mobiles,9,77089.67,693807.03,Online
8-Oct-2024,Bengaluru,Bluetooth Speaker,Audio,5,85055.90,425279.50,Online
10-Jun-2022,Hyderabad,Headphones,Audio,5,72883.32,364416.60,Online
2-Apr-2024,Pune,Laptop,Computers,6,33634.54,201807.24,Retail Store
26-Jun-2023,Pune,Keyboard,Accessories,5,67294.97,336474.85,Online
20-Apr-2023,Bengaluru,Laptop,Computers,1,45679.82,45679.82,Retail Store
8-Sep-2022,Bengaluru,Smartphone,Mobiles,10,16505.08,165050.80,Online
22-Feb-2024,Jaipur,Smartphone,Mobiles,1,9289.57,9289.57,Online
27-Jan-2024,Chennai,Smartwatch,Wearables,2,80454.08,160908.16,Online
8-Nov-2023,Pune,Bluetooth Speaker,Audio,3,89052.11,267156.33,Online
12-Feb-2022,Hyderabad,Smartphone,Mobiles,4,28508.46,114033.84,Online
23-Dec-2024,Mumbai,Laptop,Computers,4,38059.61,152238.44,Online
20-Aug-2022,Chennai,Tablet,Tablets,7,42658.97,298612.79,Retail Store
16-Feb-2023,Mumbai,Headphones,Audio,1,112176.24,112176.24,Online
4-Nov-2022,Bengaluru,Laptop,Computers,9,32695.95,294263.55,Online
12-Jul-2023,Pune,Laptop,Computers,7,45303.30,317123.10,Online
24-Feb-2023,Kolkata,Smartphone,Mobiles,7,119426.41,835984.87,Online
28-Jan-2022,Chennai,Bluetooth Speaker,Audio,8,36390.24,291121.92,Online
23-Dec-2022,Chennai,Bluetooth Speaker,Audio,10,78304.47,783044.70,Online
18-Apr-2024,Delhi,Bluetooth Speaker,Audio,9,13826.42,124437.78,Retail Store
29-Mar-2024,Delhi,Tablet,Tablets,5,63317.28,316586.40,Retail Store
21-Apr-2023,Pune,Keyboard,Accessories,3,96727.39,290182.17,Online
28-Aug-2023,Kolkata,Smartwatch,Wearables,3,42227.79,126683.37,Online
16-Jul-2022,Delhi,Smartphone,Mobiles,1,52794.05,52794.05,Retail Store
2-Feb-2022,Delhi,Bluetooth Speaker,Audio,1,7981.43,7981.43,Retail Store
23-Apr-2022,Mumbai,Smartwatch,Wearables,3,12142.22,36426.66,Retail Store
22-Dec-2023,Delhi,Headphones,Audio,1,28009.95,28009.95,Retail Store
9-May-2023,Delhi,Headphones,Audio,1,60533.21,60533.21,Retail Store
24-Oct-2024,Bengaluru,Keyboard,Accessories,4,34122.74,136490.96,Online
10-Dec-2022,Mumbai,Headphones,Audio,9,25421.63,228794.67,Retail Store
22-Jul-2022,Hyderabad,Tablet,Tablets,1,70975.81,70975.81,Online
29-May-2024,Chennai,Laptop,Computers,3,80692.24,242076.72,Online
28-Jun-2024,Hyderabad,Keyboard,Accessories,2,107173.10,214346.20,Online
11-Jan-2023,Kolkata,Smartwatch,Wearables,1,37880.02,37880.02,Online
1-Mar-2023,Jaipur,Tablet,Tablets,1,76551.91,76551.91,Online
14-Dec-2023,Kolkata,Tablet,Tablets,6,94891.85,569351.10,Online
30-Jan-2024,Hyderabad,LED TV,Television,2,35488.48,70976.96,Retail Store
22-Oct-2024,Chennai,Smartphone,Mobiles,1,92808.94,92808.94,Retail Store
9-Mar-2022,Hyderabad,Headphones,Audio,7,33037.09,231259.63,Retail Store
1-Apr-2022,Pune,Headphones,Audio,10,77269.74,772697.40,Retail Store
12-Mar-2023,Kolkata,LED TV,Television,10,51130.44,511304.40,Retail Store
11-Jun-2024,Chennai,Bluetooth Speaker,Audio,9,57701.78,519316.02,Online
28-Sep-2022,Kolkata,Smartphone,Mobiles,3,54478.75,163436.25,Online
22-Nov-2022,Mumbai,Smartwatch,Wearables,7,57999.46,405996.22,Online
11-Jan-2022,Mumbai,Keyboard,Accessories,5,58276.81,291384.05,Retail Store
29-Jun-2023,Chennai,Headphones,Audio,7,64516.87,451618.09,Retail Store
2-Nov-2023,Hyderabad,LED TV,Television,9,16423.05,147807.45,Online
31-May-2024,Mumbai,Tablet,Tablets,8,64236.75,513894.00,Online
30-Apr-2024,Bengaluru,Headphones,Audio,4,103343.31,413373.24,Online
16-Apr-2023,Bengaluru,LED TV,Television,3,12514.65,37543.95,Retail Store
12-Feb-2023,Pune,Laptop,Computers,3,89321.27,267963.81,Online
23-Jun-2024,Hyderabad,LED TV,Television,9,111798.18,1006183.62,Online
19-Sep-2022,Kolkata,Smartwatch,Wearables,7,53236.65,372656.55,Retail Store
4-Feb-2022,Pune,Bluetooth Speaker,Audio,9,40581.05,365229.45,Online
7-Sep-2022,Kolkata,Smartphone,Mobiles,3,40304.28,120912.84,Online
1-Aug-2023,Hyderabad,Headphones,Audio,10,103455.96,1034559.60,Retail Store
31-Jul-2023,Jaipur,Bluetooth Speaker,Audio,8,63260.96,506087.68,Retail Store
16-May-2024,Hyderabad,LED TV,Television,3,56371.13,169113.39,Retail Store
11-Dec-2023,Hyderabad,LED TV,Television,8,52256.90,418055.20,Retail Store
23-Aug-2022,Chennai,Bluetooth Speaker,Audio,6,50392.64,302355.84,Online
3-Dec-2023,Hyderabad,Smartwatch,Wearables,3,80536.72,241610.16,Online
3-Apr-2023,Mumbai,Headphones,Audio,2,11272.01,22544.02,Retail Store
4-Jun-2024,Chennai,Tablet,Tablets,6,98844.95,593069.70,Online
9-Mar-2022,Bengaluru,LED TV,Television,3,21082.93,63248.79,Retail Store
26-Oct-2024,Bengaluru,Smartphone,Mobiles,9,41219.44,370974.96,Retail Store
29-Oct-2023,Pune,Smartphone,Mobiles,3,36907.41,110722.23,Online
14-Mar-2023,Bengaluru,Laptop,Computers,1,99067.68,99067.68,Retail Store
1-May-2022,Kolkata,LED TV,Television,6,77736.41,466418.46,Online
7-Oct-2022,Delhi,Tablet,Tablets,6,65224.83,391348.98,Retail Store
14-Jun-2023,Bengaluru,Tablet,Tablets,7,116196.27,813373.89,Online
12-Dec-2022,Mumbai,Headphones,Audio,9,105472.87,949255.83,Online
28-Feb-2024,Delhi,Laptop,Computers,4,53240.11,212960.44,Online
3-Aug-2022,Jaipur,Bluetooth Speaker,Audio,3,43941.11,131823.33,Online
29-Dec-2022,Pune,Smartphone,Mobiles,3,10557.14,31671.42,Online
9-May-2024,Hyderabad,Keyboard,Accessories,4,20131.68,80526.72,Retail Store
30-Sep-2022,Mumbai,Headphones,Audio,3,115312.49,345937.47,Retail Store
15-Mar-2022,Kolkata,Laptop,Computers,10,77678.41,776784.10,Retail Store
30-Aug-2023,Pune,Headphones,Audio,8,31026.55,248212.40,Online
2-Nov-2022,Kolkata,Tablet,Tablets,2,100173.45,200346.90,Retail Store
25-Oct-2023,Mumbai,Headphones,Audio,1,39922.46,39922.46,Retail Store
30-Jan-2022,Jaipur,Smartphone,Mobiles,7,28525.88,199681.16,Retail Store
25-Dec-2022,Pune,Smartphone,Mobiles,2,118543.56,237087.12,Online
13-Sep-2023,Mumbai,Smartwatch,Wearables,9,46059.08,414531.72,Online
22-Feb-2023,Kolkata,Laptop,Computers,1,67892.49,67892.49,Retail Store
29-Nov-2023,Pune,LED TV,Television,6,100645.33,603871.98,Retail Store
30-Nov-2024,Hyderabad,Keyboard,Accessories,4,94635.24,378540.96,Retail Store
12-Jan-2024,Kolkata,Keyboard,Accessories,10,70413.28,704132.80,Online
4-Aug-2023,Jaipur,Keyboard,Accessories,2,25287.31,50574.62,Retail Store
9-May-2023,Mumbai,Tablet,Tablets,4,91155.38,364621.52,Online
2-Oct-2024,Delhi,Headphones,Audio,10,111089.34,1110893.40,Retail Store
28-Apr-2024,Hyderabad,Headphones,Audio,1,44114.94,44114.94,Retail Store
26-Oct-2022,Kolkata,Smartphone,Mobiles,5,88649.18,443245.90,Online
14-Nov-2022,Hyderabad,Smartphone,Mobiles,8,37973.66,303789.28,Online
3-Feb-2023,Hyderabad,Headphones,Audio,3,96081.91,288245.73,Retail Store
1-Sep-2024,Chennai,Laptop,Computers,5,88070.66,440353.30,Retail Store
11-Feb-2024,Hyderabad,LED TV,Television,2,7828.24,15656.48,Online
12-Oct-2022,Pune,Laptop,Computers,7,106084.26,742589.82,Retail Store
5-Mar-2023,Delhi,Tablet,Tablets,10,49435.43,494354.30,Retail Store
26-Jul-2024,Delhi,Bluetooth Speaker,Audio,9,109490.65,985415.85,Online
19-Dec-2024,Bengaluru,Bluetooth Speaker,Audio,4,62072.87,248291.48,Online
5-Nov-2022,Kolkata,LED TV,Television,6,37453.94,224723.64,Online
22-Aug-2023,Hyderabad,Tablet,Tablets,5,37061.39,185306.95,Online
8-Jan-2022,Kolkata,Bluetooth Speaker,Audio,3,107570.26,322710.78,Online
8-Jun-2023,Jaipur,Smartphone,Mobiles,5,87384.96,436924.80,Retail Store
7-Jan-2022,Mumbai,Smartphone,Mobiles,4,28817.99,115271.96,Online
22-Feb-2024,Kolkata,LED TV,Television,8,64373.36,514986.88,Retail Store
13-Dec-2024,Kolkata,Laptop,Computers,4,14430.99,57723.96,Retail Store
26-Oct-2022,Mumbai,Smartphone,Mobiles,10,50600.55,506005.50,Online
21-Jun-2024,Chennai,Headphones,Audio,4,112523.86,450095.44,Retail Store
22-Feb-2022,Hyderabad,Bluetooth Speaker,Audio,8,119229.48,953835.84,Online
6-Oct-2024,Mumbai,Headphones,Audio,10,81047.36,810473.60,Online
16-Aug-2022,Bengaluru,Tablet,Tablets,8,52368.80,418950.40,Online
25-Oct-2023,Hyderabad,Smartwatch,Wearables,3,23096.73,69290.19,Online
30-May-2022,Hyderabad,Smartphone,Mobiles,4,89484.21,357936.84,Online
5-May-2024,Chennai,Smartphone,Mobiles,5,54110.69,270553.45,Online
1-Feb-2024,Chennai,Smartwatch,Wearables,4,52414.05,209656.20,Retail Store
29-Jul-2023,Chennai,Bluetooth Speaker,Audio,2,86405.20,172810.40,Online
25-Dec-2024,Mumbai,Tablet,Tablets,3,13747.84,41243.52,Online
17-Aug-2023,Bengaluru,Laptop,Computers,7,53581.70,375071.90,Retail Store
5-Oct-2024,Kolkata,Smartwatch,Wearables,1,52759.92,52759.92,Online
18-Aug-2023,Jaipur,Headphones,Audio,3,118329.24,354987.72,Retail Store
8-Dec-2023,Chennai,Laptop,Computers,4,62413.29,249653.16,Retail Store
30-Jul-2022,Mumbai,Keyboard,Accessories,6,30819.92,184919.52,Online
5-Sep-2024,Kolkata,Smartphone,Mobiles,10,66738.80,667388.00,Online
11-Mar-2024,Delhi,Smartwatch,Wearables,8,88945.52,711564.16,Online
13-Oct-2022,Chennai,Bluetooth Speaker,Audio,9,108051.57,972464.13,Retail Store
3-Sep-2023,Delhi,Smartphone,Mobiles,10,107368.49,1073684.90,Online
5-Nov-2022,Bengaluru,Smartphone,Mobiles,3,68496.33,205488.99,Online
11-Jul-2024,Pune,Bluetooth Speaker,Audio,3,59642.20,178926.60,Retail Store
4-Mar-2022,Jaipur,Laptop,Computers,10,88438.30,884383.00,Retail Store
16-Sep-2023,Pune,LED TV,Television,7,54993.47,384954.29,Online
17-Sep-2022,Bengaluru,Smartphone,Mobiles,3,93941.20,281823.60,Online
4-Jun-2023,Pune,Smartwatch,Wearables,4,29689.29,118757.16,Online
23-Feb-2024,Delhi,Keyboard,Accessories,7,7604.57,53231.99,Retail Store
6-Feb-2024,Bengaluru,Keyboard,Accessories,7,96888.64,678220.48,Retail Store
24-Nov-2024,Chennai,Headphones,Audio,5,48301.14,241505.70,Retail Store
6-Dec-2023,Bengaluru,Tablet,Tablets,4,48069.91,192279.64,Retail Store
11-Nov-2023,Mumbai,Headphones,Audio,6,66532.75,399196.50,Online
29-Sep-2022,Hyderabad,Keyboard,Accessories,5,46433.15,232165.75,Retail Store
11-Oct-2024,Mumbai,Smartwatch,Wearables,10,16737.81,167378.10,Online
2-Oct-2022,Mumbai,Tablet,Tablets,6,5343.60,32061.60,Retail Store
7-Jul-2022,Chennai,Headphones,Audio,10,66619.40,666194.00,Online
20-Nov-2022,Jaipur,LED TV,Television,9,22249.87,200248.83,Online
1-Aug-2023,Jaipur,Keyboard,Accessories,10,30860.54,308605.40,Retail Store
23-Oct-2024,Mumbai,LED TV,Television,2,37390.14,74780.28,Retail Store
3-Jul-2023,Chennai,Keyboard,Accessories,8,19317.68,154541.44,Online
29-Jan-2024,Chennai,Tablet,Tablets,3,15041.22,45123.66,Online
31-Mar-2024,Jaipur,Bluetooth Speaker,Audio,10,95240.90,952409.00,Retail Store
4-Aug-2022,Hyderabad,Tablet,Tablets,9,101549.45,913945.05,Online
26-Apr-2023,Mumbai,Laptop,Computers,7,92194.47,645361.29,Retail Store
5-Jul-2022,Pune,Smartphone,Mobiles,5,82204.02,411020.10,Retail Store
16-Jun-2024,Bengaluru,Laptop,Computers,7,48896.56,342275.92,Retail Store
5-May-2024,Pune,Smartwatch,Wearables,1,61798.09,61798.09,Online
28-Sep-2023,Hyderabad,Smartwatch,Wearables,4,111737.41,446949.64,Retail Store
18-Feb-2023,Hyderabad,Headphones,Audio,4,20728.93,82915.72,Online
12-Mar-2022,Pune,LED TV,Television,7,21284.38,148990.66,Online
16-Feb-2023,Jaipur,LED TV,Television,9,10903.10,98127.90,Online
2-May-2023,Mumbai,Smartwatch,Wearables,8,52988.95,423911.60,Online
3-Nov-2022,Hyderabad,Headphones,Audio,8,32113.13,256905.04,Retail Store
25-Sep-2023,Delhi,Headphones,Audio,5,81807.87,409039.35,Retail Store
17-Oct-2022,Chennai,Laptop,Computers,1,45618.59,45618.59,Retail Store
8-Dec-2022,Delhi,LED TV,Television,7,33988.86,237922.02,Retail Store
3-Mar-2023,Pune,Tablet,Tablets,10,102162.24,1021622.40,Retail Store
10-May-2024,Pune,Tablet,Tablets,8,96701.61,773612.88,Retail Store
15-Mar-2023,Mumbai,Smartwatch,Wearables,6,37313.77,223882.62,Online
12-Aug-2024,Delhi,Smartwatch,Wearables,9,26863.33,241769.97,Retail Store
29-Jan-2024,Mumbai,Smartphone,Mobiles,6,48336.07,290016.42,Retail Store
4-Mar-2023,Chennai,Bluetooth Speaker,Audio,9,26193.07,235737.63,Online
9-Sep-2024,Pune,Keyboard,Accessories,6,82863.80,497182.80,Retail Store
25-Dec-2023,Kolkata,Headphones,Audio,5,7926.99,39634.95,Retail Store
18-Jun-2022,Pune,Keyboard,Accessories,4,9621.72,38486.88,Online
29-Jan-2022,Bengaluru,Laptop,Computers,8,70981.96,567855.68,Online
5-Jul-2023,Pune,Keyboard,Accessories,1,93247.02,93247.02,Online
16-Dec-2022,Delhi,Smartphone,Mobiles,6,85964.47,515786.82,Retail Store
17-Jan-2023,Jaipur,LED TV,Television,10,103840.99,1038409.90,Online
8-Mar-2022,Pune,Laptop,Computers,1,6199.45,6199.45,Retail Store
9-Oct-2022,Kolkata,LED TV,Television,2,85728.19,171456.38,Retail Store
16-May-2023,Hyderabad,LED TV,Television,2,37446.74,74893.48,Online
6-Jul-2024,Mumbai,Smartwatch,Wearables,4,6631.97,26527.88,Retail Store
13-Aug-2024,Chennai,Headphones,Audio,2,104779.18,209558.36,Online
26-Jul-2022,Mumbai,Laptop,Computers,5,72715.40,363577.00,Retail Store
10-Apr-2023,Kolkata,LED TV,Television,8,45813.38,366507.04,Retail Store
30-Dec-2024,Delhi,Bluetooth Speaker,Audio,5,16885.47,84427.35,Retail Store
25-Jul-2023,Mumbai,Smartwatch,Wearables,3,89790.43,269371.29,Retail Store
20-Oct-2022,Pune,Smartphone,Mobiles,9,115298.42,1037685.78,Online
17-Mar-2023,Jaipur,Bluetooth Speaker,Audio,2,50680.30,101360.60,Retail Store
22-Oct-2023,Kolkata,Keyboard,Accessories,7,16692.83,116849.81,Retail Store
3-Oct-2024,Hyderabad,LED TV,Television,7,14869.58,104087.06,Online
10-Apr-2023,Jaipur,Headphones,Audio,4,23324.83,93299.32,Retail Store
26-Feb-2023,Hyderabad,Headphones,Audio,3,46347.50,139042.50,Retail Store
23-Apr-2023,Pune,Smartwatch,Wearables,1,110282.91,110282.91,Retail Store
10-May-2022,Jaipur,Bluetooth Speaker,Audio,8,109569.91,876559.28,Online
21-Mar-2024,Kolkata,Headphones,Audio,7,73042.58,511298.06,Retail Store
15-Jul-2024,Mumbai,Laptop,Computers,7,61218.44,428529.08,Online
10-Nov-2022,Bengaluru,Smartwatch,Wearables,9,69588.36,626295.24,Online
27-Feb-2024,Chennai,Laptop,Computers,3,77089.14,231267.42,Retail Store
24-Aug-2024,Pune,Bluetooth Speaker,Audio,3,44336.47,133009.41,Online
2-Jul-2024,Jaipur,Smartwatch,Wearables,2,25168.86,50337.72,Online
24-Jul-2024,Pune,LED TV,Television,1,16716.42,16716.42,Retail Store
9-Feb-2023,Kolkata,Smartphone,Mobiles,2,26248.33,52496.66,Retail Store
22-Jul-2023,Chennai,Tablet,Tablets,7,87594.16,613159.12,Online
7-May-2023,Mumbai,Smartwatch,Wearables,10,59265.42,592654.20,Retail Store
13-May-2022,Jaipur,Keyboard,Accessories,1,24821.18,24821.18,Online
21-Nov-2024,Pune,Smartphone,Mobiles,7,23343.12,163401.84,Online
22-Apr-2023,Hyderabad,Keyboard,Accessories,7,119099.95,833699.65,Retail Store
22-May-2023,Jaipur,Keyboard,Accessories,2,98162.00,196324.00,Retail Store
5-Jun-2022,Kolkata,Smartphone,Mobiles,9,44254.94,398294.46,Online
24-Oct-2023,Pune,Keyboard,Accessories,3,64924.74,194774.22,Online
4-May-2023,Chennai,Tablet,Tablets,5,103596.66,517983.30,Online
10-Sep-2023,Jaipur,Smartphone,Mobiles,6,13497.96,80987.76,Retail Store
3-Feb-2024,Delhi,Headphones,Audio,5,18222.20,91111.00,Online
15-Mar-2024,Bengaluru,Smartwatch,Wearables,6,112452.48,674714.88,Retail Store
26-Sep-2023,Bengaluru,LED TV,Television,3,79737.06,239211.18,Retail Store
23-Jan-2022,Mumbai,Keyboard,Accessories,5,31917.08,159585.40,Retail Store
2-Apr-2023,Chennai,Bluetooth Speaker,Audio,7,53959.31,377715.17,Retail Store
7-Jan-2024,Chennai,Laptop,Computers,6,79331.42,475988.52,Retail Store
16-Jun-2022,Jaipur,Keyboard,Accessories,4,110889.28,443557.12,Online
17-Apr-2024,Delhi,Tablet,Tablets,5,13143.59,65717.95,Retail Store
27-Feb-2022,Chennai,Laptop,Computers,8,62140.45,497123.60,Online
14-Jul-2024,Chennai,Headphones,Audio,4,41972.64,167890.56,Retail Store
26-Mar-2024,Jaipur,Smartwatch,Wearables,3,7475.41,22426.23,Retail Store
1-Jul-2023,Hyderabad,Headphones,Audio,1,87714.67,87714.67,Retail Store
22-Jun-2024,Chennai,Keyboard,Accessories,5,118502.21,592511.05,Online
15-Feb-2022,Jaipur,Smartphone,Mobiles,5,75667.21,378336.05,Online
1-Dec-2023,Delhi,Smartphone,Mobiles,2,36290.47,72580.94,Retail Store
18-Nov-2023,Bengaluru,Keyboard,Accessories,3,65909.54,197728.62,Retail Store
