Date,Keyword_City,Keyword_Product,Keyword_Category,Keyword_Channel,Quantity,Unit Price,Total Sales
19-May-23,1,4,4,10,1,30741.39,30741.39
01-Jun-22,1,5,3,10,4,41551.49,166205.96
28-Sep-23,6,5,3,10,5,115269.1,576345.5
09-Mar-23,7,4,4,15,8,81391.13,651129.04
15-Jul-23,2,6,5,10,8,91376.6,731012.8
29-Oct-24,6,5,3,10,9,20559.78,185038.02
06-Jun-22,8,4,4,15,6,45834.45,275006.7
30-Jan-23,2,5,3,15,1,16176.24,16176.24
28-Jul-24,5,5,3,10,10,69648.05,696480.5
04-Nov-22,4,4,4,15,9,103255.14,929296.26
22-Mar-22,2,1,1,15,4,64256.15,257024.6
08-Feb-22,6,8,7,15,2,60727.33,121454.66
04-May-22,8,1,1,10,4,116399.23,465596.92
21-Dec-23,2,7,6,10,2,11551.84,23103.68
04-Apr-22,6,3,3,10,6,33644.49,201866.94
11-Aug-24,3,1,1,10,10,21001.19,210011.9
15-Jan-24,4,2,2,15,7,26294.57,184061.99
02-Aug-24,5,8,7,15,6,70827.29,424963.74
16-Dec-23,5,7,6,10,2,24841.46,49682.92
11-Jul-23,3,7,6,10,4,107029.61,428118.44
24-Jul-24,3,6,5,15,10,45716.62,457166.2
22-Aug-24,6,5,3,10,10,49560.86,495608.6
16-Apr-24,5,7,6,10,4,77574.92,310299.68
27-Feb-22,3,3,3,10,8,30520.21,244161.68
21-Oct-22,8,6,5,15,10,81747.3,817473
11-Jan-24,8,3,3,10,10,89842.97,898429.7
20-May-24,8,8,7,15,5,95014.58,475072.9
30-Nov-24,7,1,1,10,1,106852.33,106852.33
08-Dec-23,4,6,5,15,8,27153.81,217230.48
05-Apr-23,6,2,2,10,6,81660.92,489965.52
05-Dec-24,8,2,2,10,6,105340.77,632044.62
22-Jan-22,6,6,5,10,5,91506.67,457533.35
21-May-22,2,2,2,10,1,14152.89,14152.89
03-Feb-22,6,2,2,10,9,97934.28,881408.52
31-May-24,7,4,4,15,8,32112.67,256901.36
20-Sep-24,6,1,1,15,3,17898.62,53695.86
31-Oct-24,8,3,3,10,10,45407.19,454071.9
06-Feb-23,6,3,3,10,2,68589.4,137178.8
24-Jul-22,4,1,1,15,4,91244.57,364978.28
16-Jul-23,7,7,6,10,3,10570.92,31712.76
20-Feb-24,4,6,5,10,4,75363.62,301454.48
11-May-23,7,1,1,10,8,85623.25,684986
20-Jul-22,3,1,1,10,4,74396.48,297585.92
17-Dec-22,2,6,5,10,10,5431.13,54311.3
12-Apr-22,7,4,4,15,1,95682.08,95682.08
25-Feb-22,6,3,3,15,1,94817.93,94817.93
08-Jan-22,2,4,4,10,9,34615.3,311537.7
07-Aug-24,3,2,2,15,1,78526.15,78526.15
20-Dec-24,4,5,3,15,5,50620.2,253101
23-Mar-22,1,6,5,15,6,90540.76,543244.56
01-Aug-23,7,3,3,15,1,108541.78,108541.78
04-Jun-22,2,8,7,10,3,69804.73,209414.19
20-Nov-23,4,7,6,10,5,118169.35,590846.75
26-Jun-23,6,8,7,10,2,57503.98,115007.96
20-May-22,7,1,1,15,2,5185.77,10371.54
16-Oct-23,1,2,2,10,3,60677.96,182033.88
10-Nov-22,4,1,1,15,2,12506.02,25012.04
26-Apr-24,2,7,6,10,9,41612.18,374509.62
17-Oct-23,1,7,6,10,2,68216.84,136433.68
22-Jan-24,7,7,6,10,10,22885.56,228855.6
10-Sep-23,6,8,7,15,2,31657.93,63315.86
06-Nov-23,2,6,5,10,2,29626.21,59252.42
21-Mar-22,3,6,5,15,2,56945.4,113890.8
14-Jun-23,3,4,4,15,10,39406.79,394067.9
31-Mar-24,8,6,5,10,9,32426.06,291834.54
23-May-23,8,5,3,15,6,67670.56,406023.36
08-Aug-23,7,3,3,15,4,88687.25,354749
13-Jun-23,1,8,7,10,1,98317.05,98317.05
07-Mar-23,7,3,3,15,10,99438.73,994387.3
26-Oct-23,5,4,4,15,6,67574.47,405446.82
08-Sep-24,3,6,5,15,2,71234.64,142469.28
18-Jan-24,5,4,4,15,2,29651.28,59302.56
25-Nov-22,2,5,3,15,2,106277.45,212554.9
21-Jan-22,1,6,5,15,3,116516,349548
31-Aug-23,2,7,6,10,9,64977.88,584800.92
03-Jun-22,4,1,1,10,1,104330.61,104330.61
21-Sep-23,5,4,4,15,6,99884.31,599305.86
11-Feb-22,7,5,3,10,9,83830.84,754477.56
03-Jan-22,3,5,3,15,4,103919.7,415678.8
18-Feb-23,3,7,6,10,6,94105.49,564632.94
03-Mar-22,6,3,3,15,10,102186.66,1021866.6
19-Jul-22,6,7,6,10,1,48570.31,48570.31
14-Dec-23,8,5,3,15,7,33447.3,234131.1
25-Mar-23,2,3,3,15,9,115356.51,1038208.59
04-Apr-22,2,5,3,10,1,110183.72,110183.72
09-Nov-22,3,6,5,10,2,11986.02,23972.04
27-Jun-23,7,5,3,10,10,24580.73,245807.3
15-Nov-23,3,5,3,15,5,68368.17,341840.85
23-Feb-22,5,1,1,15,5,39524.13,197620.65
24-Jun-22,1,6,5,15,5,31391.53,156957.65
22-Jan-23,7,6,5,10,9,44189.35,397704.15
02-Dec-24,3,3,3,15,4,20273.28,81093.12
18-Jun-22,2,7,6,10,1,24641.1,24641.1
15-Mar-23,4,5,3,15,4,17815.7,71262.8
28-Oct-24,5,8,7,15,9,23479.32,211313.88
04-Mar-23,1,2,2,10,7,28268.06,197876.42
22-Apr-22,5,3,3,10,5,53205.33,266026.65
16-Oct-22,2,5,3,10,9,83327.43,749946.87
10-May-24,8,7,6,15,5,63718.18,318590.9
22-Feb-23,3,8,7,15,10,117146.65,1171466.5
09-Dec-22,7,6,5,15,3,76416.86,229250.58
14-Sep-24,2,5,3,15,5,65026.12,325130.6
15-Oct-23,5,7,6,15,3,81916.86,245750.58
12-Oct-23,7,7,6,15,9,50858.4,457725.6
26-Jan-24,4,1,1,15,4,47631.62,190526.48
26-Jan-24,2,4,4,10,1,27706.24,27706.24
27-Feb-24,1,5,3,10,6,117454.77,704728.62
26-Jun-22,6,2,2,10,3,88102.17,264306.51
17-Jun-22,4,3,3,10,8,47973.88,383791.04
31-Aug-22,3,1,1,10,4,51792.17,207168.68
07-Aug-22,6,1,1,15,4,52266.82,209067.28
25-Dec-23,2,3,3,15,4,33523.09,134092.36
28-Feb-24,6,1,1,10,4,29732.67,118930.68
01-Apr-24,5,8,7,15,8,47738.53,381908.24
03-Jul-22,4,6,5,15,5,46346.85,231734.25
30-Apr-23,3,5,3,15,6,94612.89,567677.34
01-Oct-23,5,3,3,10,5,22550.2,112751
24-May-23,2,6,5,10,8,94678.18,757425.44
10-Dec-24,3,6,5,15,2,64813.39,129626.78
28-Aug-24,6,1,1,10,10,33718.92,337189.2
23-Sep-22,2,1,1,15,5,57759.53,288797.65
23-Jul-23,1,5,3,10,9,53817.31,484355.79
06-Jun-24,6,4,4,15,3,81296.23,243888.69
17-Jan-23,2,6,5,10,3,12671.41,38014.23
14-Oct-23,4,1,1,10,1,79136.68,79136.68
04-Apr-22,8,8,7,10,4,60873.69,243494.76
22-Sep-23,5,1,1,15,1,37581.57,37581.57
04-Apr-23,1,5,3,10,4,29540.57,118162.28
29-Jul-22,5,8,7,15,9,72835.58,655520.22
25-Feb-22,1,6,5,10,7,116873.42,818113.94
19-Dec-23,1,8,7,15,8,38893.59,311148.72
28-Jan-22,3,6,5,15,9,50698.27,456284.43
05-Jan-24,7,7,6,10,3,92733.7,278201.1
08-Jul-22,5,6,5,15,7,106411.57,744880.99
20-Oct-22,5,1,1,10,10,44571.63,445716.3
29-Mar-23,5,2,2,15,10,25109.91,251099.1
24-May-23,1,2,2,15,2,75525.39,151050.78
21-Nov-22,3,5,3,10,5,75405.33,377026.65
08-Sep-22,1,2,2,10,6,23157.01,138942.06
28-Aug-24,4,2,2,15,7,50881.38,356169.66
20-Mar-24,8,4,4,15,6,58723,352338
05-Mar-24,4,3,3,10,3,83574.7,250724.1
08-Nov-23,2,2,2,10,4,49502.86,198011.44
12-Aug-22,5,1,1,15,6,99474.24,596845.44
26-Sep-24,2,4,4,15,9,64786.94,583082.46
02-Nov-24,1,4,4,10,9,58155.1,523395.9
26-May-23,4,4,4,10,7,91311.95,639183.65
25-Oct-23,3,2,2,15,2,50352.44,100704.88
13-Oct-23,7,1,1,10,6,47549.18,285295.08
18-Sep-24,7,7,6,10,1,115503.41,115503.41
15-Mar-24,2,8,7,10,5,76776.07,383880.35
30-Nov-22,7,4,4,15,3,90271.71,270815.13
19-Aug-24,4,3,3,10,4,85959.93,343839.72
14-Aug-23,4,6,5,10,7,114494.43,801461.01
06-Sep-23,3,4,4,10,3,18532.79,55598.37
11-May-24,2,5,3,10,5,116198.95,580994.75
25-Feb-22,6,6,5,15,6,48823.93,292943.58
10-Oct-24,8,1,1,15,7,16505.23,115536.61
17-Feb-22,3,1,1,10,6,59223.18,355339.08
17-Jul-24,4,7,6,10,8,14490.25,115922
07-Apr-24,2,3,3,10,4,117836.53,471346.12
08-Aug-24,3,3,3,10,10,55124.94,551249.4
04-Jul-22,1,6,5,15,8,115544.79,924358.32
07-Nov-22,3,1,1,10,4,23658.12,94632.48
27-Dec-23,8,6,5,10,7,11530.27,80711.89
22-Sep-23,7,5,3,10,3,99838.31,299514.93
23-Apr-24,2,2,2,10,8,40986.9,327895.2
28-Dec-24,2,3,3,10,2,20781.09,41562.18
29-Jun-22,5,3,3,15,6,88157.45,528944.7
26-Nov-24,6,7,6,10,2,119379.44,238758.88
20-Mar-22,2,3,3,10,5,75950.32,379751.6
18-Jun-22,6,3,3,10,3,110302.71,330908.13
09-Sep-24,3,5,3,15,9,12015.93,108143.37
07-Mar-22,2,3,3,10,3,107850.54,323551.62
26-Apr-23,1,6,5,15,9,24850.31,223652.79
15-Feb-24,6,2,2,15,1,5591.68,5591.68
30-Nov-23,1,4,4,10,4,15885.96,63543.84
20-May-24,1,3,3,10,8,83933.12,671464.96
17-Dec-23,8,1,1,10,4,58303.16,233212.64
29-May-24,2,3,3,15,6,114174.25,685045.5
26-Jan-23,8,2,2,15,2,119160.35,238320.7
29-Apr-23,3,4,4,10,5,90971.82,454859.1
21-Apr-24,2,8,7,10,10,73528.1,735281
06-May-24,1,1,1,15,10,35535.1,355351
07-Jun-24,1,2,2,10,9,82444.96,742004.64
20-Dec-23,6,3,3,15,10,29254.01,292540.1
22-Jun-24,4,2,2,15,4,31465.03,125860.12
16-Sep-24,2,7,6,15,2,108591.59,217183.18
20-Sep-23,5,6,5,15,1,79376.28,79376.28
24-Jun-23,3,8,7,10,6,34096.22,204577.32
09-May-24,4,8,7,10,4,73168.57,292674.28
21-Nov-23,3,5,3,10,9,114102.23,1026920.07
09-Mar-24,6,8,7,10,1,65024.85,65024.85
04-Oct-24,2,5,3,15,10,71745.66,717456.6
18-Jul-23,2,7,6,10,5,110479.39,552396.95
23-Sep-24,8,5,3,15,6,115023.71,690142.26
18-Jan-22,2,3,3,10,10,31155.55,311555.5
16-Nov-24,5,6,5,10,4,36183.09,144732.36
19-May-24,2,6,5,10,7,69548.35,486838.45
01-Jan-24,7,3,3,10,1,88729.05,88729.05
17-Dec-23,1,1,1,10,1,36381.09,36381.09
18-Oct-23,4,5,3,10,4,59950.82,239803.28
16-Nov-22,4,5,3,15,8,74352.1,594816.8
19-Aug-23,7,1,1,10,6,65440.12,392640.72
28-May-24,4,8,7,15,2,94857.38,189714.76
06-Dec-24,5,8,7,10,2,104120.94,208241.88
14-Oct-23,2,3,3,10,6,45466.56,272799.36
16-Oct-24,1,4,4,15,3,62401.43,187204.29
14-Aug-22,1,4,4,10,7,15628.29,109398.03
20-Dec-24,7,8,7,15,4,48548.51,194194.04
22-Dec-23,5,7,6,10,5,27143.38,135716.9
29-Mar-24,8,8,7,10,9,87562.82,788065.38
18-Aug-22,6,1,1,15,9,30278.82,272509.38
30-Jan-24,5,7,6,10,1,9413.51,9413.51
20-Jan-23,5,6,5,10,9,114196.16,1027765.44
11-Sep-23,8,7,6,15,7,57674.45,403721.15
11-Nov-24,7,7,6,15,8,7473.95,59791.6
01-Apr-22,1,4,4,10,10,95085.05,950850.5
13-Feb-24,1,7,6,15,8,30782.1,246256.8
22-Feb-23,4,7,6,10,1,88900.75,88900.75
21-Feb-22,8,5,3,15,9,81120.87,730087.83
21-Aug-23,7,3,3,10,8,67500.15,540001.2
03-Dec-22,2,2,2,10,6,69057.55,414345.3
01-May-22,2,6,5,15,9,117497.95,1057481.55
02-Apr-23,6,6,5,10,9,101795.93,916163.37
25-May-23,3,8,7,10,3,12290.84,36872.52
12-Dec-23,3,5,3,10,5,52261.32,261306.6
05-Jan-22,4,3,3,10,4,93078.93,372315.72
18-Oct-23,2,2,2,10,5,39656.27,198281.35
08-Apr-24,5,2,2,10,9,119857.52,1078717.68
10-Jun-22,5,6,5,10,4,71864.69,287458.76
22-Sep-22,7,3,3,10,3,87035.25,261105.75
17-Jan-22,1,3,3,10,9,116851.08,1051659.72
02-Mar-23,7,2,2,15,2,6091.35,12182.7
13-Feb-22,5,5,3,10,7,82077.62,574543.34
13-Sep-22,2,5,3,10,5,107412.71,537063.55
20-May-23,7,8,7,10,7,14858.93,104012.51
23-Oct-24,2,2,2,10,5,51019.03,255095.15
19-Mar-23,1,7,6,10,4,53197.47,212789.88
12-Sep-23,1,3,3,15,8,41847.24,334777.92
26-Jul-23,1,7,6,10,9,85217.89,766961.01
01-May-22,5,2,2,15,2,119578.41,239156.82
18-Jul-22,8,7,6,15,9,109433.59,984902.31
10-Sep-23,7,4,4,10,1,50791.93,50791.93
04-Oct-23,5,7,6,15,2,14802.83,29605.66
28-May-23,7,8,7,10,6,37440.73,224644.38
21-Sep-24,2,3,3,10,8,27602.85,220822.8
30-Jun-22,7,7,6,15,10,77503.68,775036.8
04-Dec-23,5,8,7,10,7,111055.48,777388.36
21-Oct-24,4,7,6,10,10,16758.24,167582.4
14-Feb-24,6,3,3,10,1,101490.57,101490.57
10-Apr-24,2,5,3,10,9,21792.99,196136.91
30-Apr-23,5,2,2,15,4,104163.41,416653.64
29-May-22,6,2,2,15,6,36808.6,220851.6
14-Dec-23,3,4,4,15,4,12851.91,51407.64
27-Oct-24,3,2,2,10,8,90934.18,727473.44
19-Oct-22,1,6,5,10,1,54521.37,54521.37
03-Aug-23,3,2,2,15,6,22255.99,133535.94
15-May-22,7,4,4,15,2,5129.21,10258.42
09-Jul-24,7,8,7,15,10,31249.1,312491
03-Nov-23,4,8,7,10,7,20126.12,140882.84
15-May-23,3,7,6,10,1,44496.16,44496.16
16-Jan-24,1,4,4,10,3,37740.72,113222.16
08-Mar-24,5,6,5,10,7,46296.38,324074.66
02-Jul-23,7,2,2,10,6,28891.3,173347.8
21-Jul-23,6,3,3,10,5,52584.57,262922.85
15-Feb-24,1,8,7,10,9,6132.8,55195.2
29-Mar-24,2,6,5,10,10,23553.12,235531.2
08-Aug-23,2,5,3,15,8,18269.53,146156.24
16-Mar-23,2,2,2,10,7,88842.84,621899.88
29-Sep-24,6,6,5,15,7,19133.71,133935.97
08-Mar-22,4,8,7,15,9,98242.75,884184.75
06-Dec-23,7,2,2,10,7,79891.47,559240.29
28-Oct-22,1,8,7,10,6,65412.5,392475
30-Jan-23,5,2,2,15,2,20735.05,41470.1
03-Jun-22,5,7,6,15,8,19400.7,155205.6
17-May-22,6,2,2,15,8,53493.58,427948.64
11-Apr-22,6,8,7,15,5,17285.02,86425.1
22-Aug-23,2,4,4,15,5,113083.24,565416.2
15-Apr-22,2,6,5,10,4,75811.86,303247.44
03-Jul-22,6,5,3,15,5,95176.88,475884.4
08-May-24,1,1,1,10,4,111818.69,447274.76
05-Feb-22,4,7,6,10,5,41006.64,205033.2
28-Mar-23,1,3,3,10,2,100191.14,200382.28
08-Feb-22,5,5,3,10,8,101866.49,814931.92
16-Oct-23,7,7,6,15,7,6775.83,47430.81
25-Feb-24,2,4,4,10,10,26692.71,266927.1
13-Jul-24,2,8,7,15,2,16502.27,33004.54
08-Apr-24,5,8,7,10,3,73955.74,221867.22
16-Mar-23,5,6,5,15,2,31007.62,62015.24
02-Sep-23,1,8,7,15,2,41317.94,82635.88
19-Jun-24,1,2,2,10,2,107179.35,214358.7
15-Dec-22,1,4,4,10,9,87627.18,788644.62
25-Oct-22,2,5,3,15,4,47587.66,190350.64
25-Sep-22,6,6,5,10,10,18796.03,187960.3
03-Dec-24,5,8,7,10,7,59667.23,417670.61
05-Jun-23,1,3,3,10,3,99511.24,298533.72
16-Aug-22,3,8,7,15,2,119203.39,238406.78
16-Dec-24,8,3,3,15,9,34815.26,313337.34
15-Jun-23,2,2,2,10,4,10030.64,40122.56
04-Oct-22,6,7,6,10,8,34912.9,279303.2
27-Jan-24,1,6,5,10,7,19062.71,133438.97
24-Aug-24,2,8,7,15,1,68923.76,68923.76
07-May-24,3,4,4,15,8,34890.6,279124.8
29-Jul-22,5,6,5,15,8,18526.64,148213.12
12-Mar-22,3,7,6,10,4,93208.16,372832.64
04-Jul-24,5,2,2,10,4,111698.29,446793.16
03-Jun-23,4,4,4,15,9,88629.37,797664.33
28-Jul-22,3,8,7,10,7,26220.43,183543.01
02-Nov-24,1,7,6,10,1,119376.08,119376.08
11-Feb-22,3,3,3,10,1,82174.58,82174.58
30-Apr-23,5,6,5,15,2,37028.65,74057.3
10-Mar-24,5,1,1,10,3,39848.25,119544.75
23-Jan-23,3,4,4,15,7,118504.34,829530.38
13-Sep-24,4,6,5,15,2,63794.63,127589.26
07-Nov-23,4,4,4,10,8,98392.61,787140.88
12-Jul-24,1,6,5,10,9,49172.48,442552.32
09-Jul-24,4,8,7,15,3,22767.71,68303.13
26-Aug-22,2,5,3,15,5,86193.96,430969.8
08-Nov-23,6,4,4,15,6,49947.8,299686.8
10-Jun-24,5,4,4,15,8,33257.85,266062.8
24-Jan-22,8,3,3,10,8,10141.06,81128.48
14-Sep-24,3,7,6,10,9,50610.58,455495.22
29-Jan-23,7,3,3,10,4,78230.14,312920.56
01-Jul-23,4,3,3,15,9,67124.62,604121.58
12-Oct-23,4,6,5,10,2,113762.04,227524.08
27-Feb-23,7,4,4,10,3,102951.77,308855.31
07-Mar-23,2,5,3,10,4,109532.51,438130.04
13-Jan-24,1,6,5,15,3,43716.4,131149.2
14-Oct-22,8,2,2,15,8,93365.25,746922
23-Dec-22,3,3,3,15,10,7468.59,74685.9
22-Aug-24,6,6,5,15,7,86239.67,603677.69
03-May-24,3,3,3,15,1,75668.05,75668.05
22-Oct-23,7,6,5,15,2,70145.32,140290.64
19-Aug-24,8,6,5,10,4,43337.42,173349.68
14-Jul-24,8,2,2,15,8,18530.34,148242.72
17-Jan-23,7,3,3,10,1,31825.6,31825.6
07-Apr-22,2,6,5,15,1,12447.76,12447.76
25-Jan-24,1,8,7,15,7,85150.66,596054.62
25-Mar-24,6,1,1,15,1,11469.87,11469.87
15-Mar-22,7,2,2,10,4,14189.59,56758.36
07-Mar-23,3,5,3,10,6,108572.07,651432.42
11-Jun-23,5,3,3,15,3,101612.76,304838.28
06-Jul-24,1,6,5,15,2,37376.02,74752.04
13-Jan-22,3,1,1,15,10,110628.83,1106288.3
31-Aug-24,8,3,3,15,10,55142.44,551424.4
25-Jun-23,1,8,7,10,2,53780.45,107560.9
29-Dec-22,4,7,6,10,8,118477.16,947817.28
10-Mar-22,6,4,4,10,2,30009.57,60019.14
23-Dec-24,6,4,4,15,4,66392.21,265568.84
11-Oct-22,5,2,2,15,1,64751.84,64751.84
03-Mar-23,7,7,6,10,1,39609.24,39609.24
15-Aug-24,6,2,2,15,2,55291.15,110582.3
01-Mar-22,1,7,6,10,1,97637.84,97637.84
19-Dec-22,3,1,1,15,3,20755.38,62266.14
17-Nov-24,3,2,2,10,4,49071.38,196285.52
06-Oct-22,6,3,3,15,4,51705.35,206821.4
27-Aug-24,6,1,1,10,4,57153.58,228614.32
08-Jun-22,4,3,3,15,10,57897.74,578977.4
01-Jun-24,6,1,1,10,2,40557.04,81114.08
08-May-24,8,3,3,15,1,92524.53,92524.53
13-Mar-24,7,7,6,15,9,77520.22,697681.98
16-Aug-23,4,2,2,10,10,6693.14,66931.4
16-Jan-22,2,7,6,10,5,98721.36,493606.8
13-Oct-24,2,3,3,15,2,42089.81,84179.62
20-Oct-24,7,8,7,15,2,28597.59,57195.18
19-Dec-22,3,8,7,10,4,7977.05,31908.2
10-Nov-22,5,3,3,15,8,83639.44,669115.52
18-Mar-24,7,8,7,10,10,85862.21,858622.1
27-May-24,3,4,4,15,7,58993.9,412957.3
14-Dec-23,5,1,1,15,6,90331.57,541989.42
15-Nov-24,3,1,1,10,10,26763.82,267638.2
22-Aug-23,7,7,6,15,4,113099.89,452399.56
21-Oct-23,2,8,7,15,4,76543.73,306174.92
24-Apr-22,1,8,7,15,2,60259.81,120519.62
08-Apr-22,2,4,4,10,8,61165.84,489326.72
06-Aug-23,1,4,4,10,5,107919.16,539595.8
15-Aug-22,4,1,1,15,5,25170.12,125850.6
30-Oct-24,6,7,6,10,2,20366.02,40732.04
19-Apr-24,6,7,6,15,9,101427.84,912850.56
27-Apr-22,7,4,4,15,1,74726.9,74726.9
17-Apr-23,3,2,2,15,10,8252.16,82521.6
31-Aug-22,5,3,3,10,8,67523,540184
12-May-22,8,8,7,10,10,112514.64,1125146.4
10-Jun-24,8,8,7,15,1,93624.86,93624.86
29-Jul-22,4,7,6,15,2,66071.19,132142.38
07-May-22,8,2,2,15,10,21685.44,216854.4
11-Jul-24,3,1,1,10,10,47143.4,471434
09-Jan-22,4,2,2,10,7,116664.56,816651.92
10-Jul-24,1,6,5,15,6,34708.09,208248.54
13-Jul-23,2,5,3,10,10,111183.96,1111839.6
13-Sep-22,2,3,3,15,2,8613.29,17226.58
02-Nov-23,4,6,5,10,5,92980.85,464904.25
31-Jul-23,1,2,2,10,1,24575.41,24575.41
27-Mar-23,1,4,4,15,1,66251.48,66251.48
06-Jan-22,4,5,3,10,5,76020.73,380103.65
27-Dec-22,2,1,1,10,2,115281.17,230562.34
17-Mar-24,8,1,1,10,8,90286.27,722290.16
24-Apr-23,6,6,5,10,6,8367.01,50202.06
08-Apr-24,1,2,2,10,2,63902.34,127804.68
22-Nov-24,4,3,3,10,4,113214.13,452856.52
06-Nov-24,8,7,6,15,10,85599.91,855999.1
09-Apr-24,8,2,2,15,3,35169.35,105508.05
30-Oct-24,5,8,7,10,5,47876.67,239383.35
17-Apr-22,4,7,6,15,5,11005.86,55029.3
03-Nov-22,3,1,1,10,5,57805.38,289026.9
06-Oct-22,1,3,3,10,1,72818.36,72818.36
10-Feb-23,7,4,4,15,5,83544.13,417720.65
20-Jan-22,6,4,4,10,3,107751.64,323254.92
23-Aug-23,3,7,6,15,3,9466.61,28399.83
19-Sep-24,6,7,6,15,9,36231.09,326079.81
19-Sep-23,5,2,2,15,3,93263.33,279789.99
24-Oct-22,6,3,3,15,2,33362.35,66724.7
25-Sep-22,5,4,4,10,10,29986.36,299863.6
17-Jan-23,8,1,1,15,5,45897.95,229489.75
20-Apr-23,3,7,6,15,4,67481.86,269927.44
16-Feb-22,4,3,3,10,1,88111.21,88111.21
15-Nov-22,6,4,4,10,10,48178.67,481786.7
08-Feb-23,6,7,6,10,8,93900.51,751204.08
21-Jun-24,3,8,7,15,5,100227.21,501136.05
01-Jan-22,2,3,3,15,8,6478.52,51828.16
23-Sep-22,7,8,7,15,1,29002.42,29002.42
03-Jul-23,8,3,3,10,4,23955.59,95822.36
10-Feb-24,1,3,3,10,3,113084.08,339252.24
05-Aug-24,1,5,3,10,6,6310.52,37863.12
27-Mar-24,8,5,3,10,8,81279.13,650233.04
02-Dec-24,8,3,3,15,1,86248.58,86248.58
12-Jan-22,8,5,3,10,5,16137.97,80689.85
25-Apr-23,5,1,1,15,4,118027.96,472111.84
05-Feb-24,5,4,4,10,1,15172.41,15172.41
09-Apr-23,2,6,5,15,10,87897.31,878973.1
12-Aug-23,2,5,3,15,9,111341.55,1002073.95
21-Jul-24,2,5,3,15,6,88376.16,530256.96
02-Feb-23,5,5,3,10,9,65550.05,589950.45
23-May-22,2,6,5,15,5,118486.21,592431.05
25-Aug-23,6,5,3,15,5,86884.34,434421.7
01-Oct-23,1,6,5,15,6,13040.88,78245.28
07-Mar-22,6,6,5,15,5,36073.96,180369.8
11-Apr-23,2,7,6,10,4,5871.67,23486.68
20-Aug-22,7,1,1,15,4,83432.44,333729.76
07-Apr-23,1,5,3,15,3,10262.91,30788.73
05-Mar-23,7,2,2,10,5,89290.58,446452.9
07-May-24,3,6,5,15,6,97682.19,586093.14
29-Nov-24,2,8,7,15,10,101585.54,1015855.4
10-Jan-24,8,3,3,15,10,72729.79,727297.9
01-Dec-24,6,4,4,10,3,44453.96,133361.88
23-Jun-24,1,5,3,10,1,35495.04,35495.04
24-Oct-24,7,3,3,15,4,107475.66,429902.64
18-Aug-23,5,8,7,15,1,61244.05,61244.05
25-Sep-22,2,3,3,15,5,43637.2,218186
24-Mar-22,6,5,3,15,8,60859.4,486875.2
24-Sep-23,8,7,6,10,1,112552.12,112552.12
31-Jul-22,6,6,5,10,4,107889.45,431557.8
08-Feb-22,7,4,4,15,4,5479.02,21916.08
12-Nov-24,6,5,3,15,10,11876.78,118767.8
24-Jan-23,5,8,7,10,1,34956.41,34956.41
19-Mar-24,4,5,3,10,3,14238.42,42715.26
30-Nov-23,3,4,4,15,6,116322.06,697932.36
24-Aug-22,2,4,4,15,4,65035.47,260141.88
15-Dec-23,2,4,4,10,4,83578.4,334313.6
02-Jul-24,2,2,2,15,8,21207.56,169660.48
14-Jun-24,7,7,6,15,4,99116.48,396465.92
17-Jan-24,1,5,3,10,10,44742.04,447420.4
01-Feb-24,8,7,6,15,10,68065.46,680654.6
28-Aug-24,7,2,2,15,9,113085.82,1017772.38
13-Aug-23,3,8,7,10,6,8562.56,51375.36
05-Sep-24,8,5,3,10,8,16536.47,132291.76
18-Oct-24,4,4,4,10,2,8955,17910
12-Apr-22,8,4,4,15,4,5297.26,21189.04
29-Feb-24,7,4,4,15,9,45437.87,408940.83
04-Jan-23,5,5,3,10,1,64163.96,64163.96
17-Jun-22,7,3,3,10,6,6560.36,39362.16
15-Feb-22,6,2,2,15,1,67918.24,67918.24
25-Aug-23,6,5,3,15,8,118423.3,947386.4
17-Oct-22,4,4,4,10,10,55649.66,556496.6
22-Sep-22,5,5,3,10,9,8316.9,74852.1
27-Aug-24,4,1,1,10,4,54548.42,218193.68
17-Jul-24,1,8,7,15,1,68829.37,68829.37
10-Mar-23,2,3,3,15,1,92173.59,92173.59
14-Feb-22,4,1,1,10,8,40823,326584
06-May-24,5,7,6,10,7,104029.59,728207.13
11-Apr-22,6,4,4,15,6,109566.52,657399.12
31-Aug-24,3,5,3,15,6,23651.04,141906.24
27-Mar-24,1,7,6,10,3,12807.77,38423.31
15-Jun-23,3,5,3,15,5,106896.81,534484.05
05-Apr-24,7,3,3,15,6,78254.03,469524.18
04-Nov-23,2,2,2,15,9,77176.43,694587.87
25-Dec-24,1,3,3,10,9,111688.9,1005200.1
23-Jul-23,4,8,7,10,10,102760.21,1027602.1
25-Apr-23,2,3,3,15,8,64005.71,512045.68
14-Mar-23,8,5,3,10,10,96367.06,963670.6
14-Apr-24,8,6,5,10,4,91611.7,366446.8
30-Oct-22,2,8,7,10,8,68713.54,549708.32
09-Apr-22,8,8,7,10,9,13581.69,122235.21
03-Mar-24,2,3,3,15,2,54015.03,108030.06
29-Oct-23,5,5,3,15,5,98237.57,491187.85
26-May-23,8,3,3,15,6,107679.57,646077.42
04-Dec-23,8,5,3,10,8,11937.52,95500.16
31-Jan-24,5,2,2,10,1,8729.75,8729.75
01-May-23,5,5,3,15,3,13323.68,39971.04
25-Nov-24,3,5,3,15,9,82060.88,738547.92
06-Jun-23,8,2,2,15,10,31792.68,317926.8
