customer_id,order_id,order_date,age,gender,income,purchase_amount,product_category
C341,O08316,08/05/2024,53,Male,29674,1709,Grocery
C4134,O08317,22/03/2024,50,Female,31611,5808,Electronics
C17044,O08318,06/03/2024,49,Male,23268,362,Fashion
C10226,O08319,14/10/2024,41,Male,20055,5336,Electronics
C9753,O08320,03/02/2024,59,Male,25371,2367,Fashion
C3458,O08321,11/08/2024,29,Female,24649,1876,Beauty
C9849,O08322,22/07/2024,26,Female,21749,5173,Home
C19360,O08323,17/10/2024,49,Female,24455,3143,Electronics
C9242,O08324,10/06/2024,34,Female,22434,974,Grocery
C454,O08325,03/04/2024,18,Female,23370,501,Beauty
C9897,O08326,28/07/2024,45,Female,26622,4651,Travel
C10977,O08327,06/06/2024,48,Male,26852,4639,Home
C15873,O08328,04/02/2024,66,Female,19078,5635,Travel
C819,O08329,18/05/2024,18,Male,24309,6867,Travel
C4869,O08330,03/04/2024,48,Male,23908,970,Home
C16397,O08331,28/11/2024,19,Male,24233,1511,Electronics
C12172,O08332,25/05/2024,32,Male,20395,3300,Fashion
C921,O08333,11/02/2024,43,Male,39795,1272,Beauty
C18803,O08334,11/05/2024,36,Female,22244,2371,Fashion
C9507,O08335,30/07/2024,44,Female,23340,1648,Fashion
C6476,O08336,03/02/2024,65,Female,22833,5436,Home
C2018,O08337,30/09/2024,52,Male,26733,1045,Home
C7958,O08338,28/09/2024,25,Male,27064,247,Grocery
C16231,O08339,22/05/2024,30,Female,25735,4776,Electronics
C9421,O08340,21/04/2024,20,Male,31133,212,Beauty
C4793,O08341,08/03/2024,51,Female,29975,3727,Fashion
C13238,O08342,03/08/2024,63,Male,28737,9973,Travel
C18819,O08343,11/08/2024,70,Female,27136,2740,Fashion
C16252,O08344,18/04/2024,53,Male,28105,2768,Home
C19253,O08345,06/01/2024,45,Female,26053,3434,Electronics
C10708,O08346,13/04/2024,60,Male,25411,2824,Fashion
C1439,O08347,21/08/2024,67,Female,34142,1041,Fashion
C3544,O08348,27/09/2024,29,Female,27770,6653,Electronics
C11368,O08349,04/07/2024,39,Male,28640,5047,Home
C18166,O08350,23/03/2024,33,Female,42471,5506,Home
C15521,O08351,01/04/2024,48,Male,33176,4590,Travel
C6344,O08352,05/10/2024,54,Male,20745,5443,Electronics
C2264,O08353,27/10/2024,56,Male,32137,3739,Fashion
C10162,O08354,22/10/2024,26,Male,20871,4593,Electronics
C212,O08355,06/02/2024,18,Male,32098,3910,Fashion
C13810,O08356,05/06/2024,62,Female,29694,1891,Beauty
C7028,O08357,17/01/2024,47,Female,19430,4548,Travel
C332,O08358,18/01/2024,31,Female,30216,1878,Grocery
C8170,O08359,28/10/2024,26,Male,26532,1256,Grocery
C9134,O08360,11/03/2024,66,Female,27555,1558,Home
C14592,O08361,13/03/2024,67,Male,28689,1611,Beauty
C16126,O08362,29/01/2024,68,Male,21941,3725,Home
C728,O08363,08/10/2024,27,Female,20672,3022,Electronics
C11055,O08364,05/02/2024,40,Male,26026,5733,Electronics
C3244,O08365,16/09/2024,36,Male,34767,3124,Fashion
C17033,O08366,30/01/2024,42,Male,21006,891,Beauty
C5096,O08367,23/11/2024,69,Female,23680,1003,Home
C13810,O08368,29/10/2024,19,Female,22020,5771,Home
C10930,O08369,23/11/2024,69,Female,30181,1151,Grocery
C14843,O08370,02/08/2024,20,Female,21085,4878,Home
C17394,O08371,13/03/2024,20,Male,24681,334,Beauty
C1551,O08372,29/02/2024,26,Male,22140,898,Beauty
C8996,O08373,28/10/2024,60,Male,23868,1814,Home
C15167,O08374,04/04/2024,58,Female,34215,1858,Grocery
C7493,O08375,10/02/2024,69,Female,63721,931,Grocery
C12502,O08376,28/04/2024,34,Female,17440,3666,Electronics
C15568,O08377,05/02/2024,23,Male,24358,7147,Travel
C19786,O08378,27/03/2024,46,Male,26123,3155,Fashion
C13266,O08379,03/10/2024,58,Female,22830,185,Grocery
C5425,O08380,10/05/2024,65,Female,27351,354,Beauty
C14087,O08381,09/11/2024,64,Male,22595,6096,Electronics
C3162,O08382,10/09/2024,66,Male,46613,1766,Fashion
C9216,O08383,08/03/2024,43,Male,27223,766,Beauty
C6618,O08384,01/05/2024,57,Male,58387,7670,Travel
C11927,O08385,29/05/2024,56,Female,30413,2126,Fashion
C15093,O08386,10/07/2024,49,Female,34327,2514,Travel
C16161,O08387,06/02/2024,35,Male,35635,3780,Electronics
C17561,O08388,26/08/2024,57,Male,29317,6246,Electronics
C15639,O08389,09/11/2024,53,Male,29551,6498,Electronics
C2234,O08390,16/01/2024,41,Male,33512,2018,Beauty
C4701,O08391,08/08/2024,40,Male,19012,3572,Fashion
C11028,O08392,08/03/2024,27,Female,23610,1781,Electronics
C7861,O08393,07/02/2024,58,Male,17851,6837,Electronics
C7527,O08394,04/02/2024,39,Male,31684,1813,Home
C5560,O08395,01/01/2024,59,Female,21541,2841,Home
C6733,O08396,30/06/2024,55,Female,29861,5178,Home
C2514,O08397,16/07/2024,61,Female,24044,6843,Electronics
C7831,O08398,16/03/2024,67,Female,19962,3820,Electronics
C14782,O08399,01/07/2024,51,Male,31049,1288,Grocery
C7911,O08400,28/05/2024,52,Male,38491,3208,Fashion
C15848,O08401,20/02/2024,57,Female,34742,1278,Beauty
C5650,O08402,05/10/2024,34,Male,34744,6854,Electronics
C17481,O08403,16/05/2024,42,Male,35355,2033,Fashion
C9121,O08404,04/11/2024,47,Female,35951,3340,Electronics
C1952,O08405,10/09/2024,67,Male,30674,1144,Beauty
C10166,O08406,24/05/2024,68,Female,29851,2921,Fashion
C14353,O08407,01/11/2024,64,Female,28633,3399,Travel
C9747,O08408,01/07/2024,62,Female,41001,6913,Electronics
C10971,O08409,06/12/2024,47,Female,26958,2548,Home
C9187,O08410,11/05/2024,32,Female,20502,5111,Electronics
C8805,O08411,05/05/2024,49,Male,25046,2289,Fashion
C596,O08412,03/08/2024,42,Female,18526,6414,Electronics
C7876,O08413,13/08/2024,51,Female,26901,1754,Home
C5973,O08414,25/05/2024,46,Female,17387,460,Fashion
C15883,O08415,31/10/2024,31,Male,22526,3523,Fashion
C859,O08416,08/06/2024,54,Male,25732,4180,Home
C5520,O08417,20/03/2024,46,Male,23059,3138,Electronics
C9981,O08418,01/07/2024,47,Female,40100,855,Fashion
C4318,O08419,24/03/2024,34,Male,27495,4066,Electronics
C19839,O08420,15/05/2024,30,Female,22457,3662,Electronics
C12145,O08421,19/06/2024,21,Male,22854,6869,Travel
C12880,O08422,29/08/2024,18,Male,22189,519,Fashion
C1031,O08423,13/05/2024,27,Male,33705,3383,Fashion
C9488,O08424,01/06/2024,27,Female,20378,3081,Home
C13306,O08425,26/06/2024,21,Female,25107,2136,Fashion
C10256,O08426,02/09/2024,52,Female,27098,6881,Electronics
C1448,O08427,18/09/2024,40,Male,29830,4406,Travel
C10238,O08428,03/03/2024,45,Male,21647,1784,Electronics
C2851,O08429,12/03/2024,60,Female,33471,5553,Electronics
C11954,O08430,22/11/2024,40,Female,19243,541,Beauty
C8107,O08431,30/06/2024,37,Female,29251,1800,Home
C10001,O08432,17/04/2024,61,Female,39076,5889,Electronics
C9504,O08433,27/08/2024,45,Male,29526,4694,Home
C15494,O08434,10/12/2024,58,Male,41009,2601,Fashion
C4056,O08435,18/12/2024,48,Male,29326,2204,Travel
C5403,O08436,15/05/2024,41,Female,19906,2416,Electronics
C9282,O08437,05/12/2024,30,Female,29597,1742,Grocery
C1673,O08438,04/06/2024,22,Female,31210,3154,Home
C4533,O08439,25/05/2024,65,Male,26329,1448,Grocery
C4925,O08440,19/03/2024,19,Male,21708,1843,Electronics
C15270,O08441,28/09/2024,69,Female,22924,1176,Beauty
C12547,O08442,21/09/2024,53,Female,31367,8100,Travel
C6086,O08443,15/08/2024,20,Male,30264,2136,Electronics
C12391,O08444,24/08/2024,23,Female,54861,3559,Fashion
C13281,O08445,17/09/2024,34,Male,26483,6707,Electronics
C4865,O08446,22/05/2024,38,Female,20708,2484,Home
C9317,O08447,08/11/2024,50,Male,27060,1114,Grocery
C1222,O08448,24/05/2024,20,Male,55008,5611,Electronics
C2861,O08449,05/05/2024,52,Female,30060,1632,Fashion
C10703,O08450,17/08/2024,45,Female,17399,630,Grocery
C8429,O08451,05/04/2024,41,Female,21779,3548,Travel
C15386,O08452,06/06/2024,25,Male,25218,2423,Home
C9337,O08453,05/04/2024,32,Female,22822,1925,Electronics
C3254,O08454,13/07/2024,32,Female,20948,1406,Fashion
C3783,O08455,16/08/2024,26,Male,23484,1012,Home
C17151,O08456,14/11/2024,55,Female,37453,5671,Travel
C19066,O08457,04/07/2024,27,Male,22014,1965,Grocery
C16344,O08458,19/05/2024,44,Female,17446,386,Beauty
C19050,O08459,12/12/2024,41,Female,25632,1363,Home
C9952,O08460,27/09/2024,68,Male,35489,959,Grocery
C16270,O08461,31/07/2024,45,Female,21013,2581,Electronics
C14568,O08462,05/03/2024,50,Male,28783,2153,Home
C11684,O08463,26/08/2024,21,Male,23362,529,Fashion
C3514,O08464,08/12/2024,39,Male,26151,266,Beauty
C16880,O08465,25/04/2024,39,Female,19748,1959,Beauty
C13336,O08466,13/05/2024,45,Male,27506,1625,Fashion
C11373,O08467,03/06/2024,26,Male,40857,2679,Home
C5823,O08468,01/03/2024,43,Male,24706,1268,Beauty
C14838,O08469,30/11/2024,66,Female,20533,6962,Travel
C12123,O08470,10/12/2024,68,Male,36836,1162,Home
C2073,O08471,08/06/2024,23,Female,37558,1211,Home
C8530,O08472,01/02/2024,36,Male,32993,1695,Home
C18940,O08473,27/10/2024,54,Female,20340,2005,Electronics
C5960,O08474,30/11/2024,40,Male,50420,4512,Electronics
C9108,O08475,26/01/2024,70,Female,36144,5344,Electronics
C5994,O08476,10/12/2024,25,Male,24288,1077,Beauty
C5022,O08477,25/05/2024,63,Male,37183,5601,Electronics
C19292,O08478,29/07/2024,55,Male,25250,1389,Grocery
C19299,O08479,31/10/2024,24,Male,29294,2192,Electronics
C13547,O08480,02/11/2024,57,Male,22588,884,Beauty
C10175,O08481,30/07/2024,46,Female,40550,1420,Grocery
C16139,O08482,26/11/2024,18,Female,39844,6924,Travel
C11760,O08483,25/01/2024,44,Male,26504,4814,Electronics
C9191,O08484,16/09/2024,48,Male,22112,447,Fashion
C12887,O08485,15/12/2024,28,Male,35590,5015,Electronics
C16780,O08486,02/12/2024,42,Male,23499,6604,Electronics
C17323,O08487,31/07/2024,47,Male,26909,2339,Electronics
C9829,O08488,17/11/2024,38,Female,25331,5769,Home
C2511,O08489,30/11/2024,60,Male,30188,3360,Electronics
C18034,O08490,10/11/2024,31,Female,24790,4652,Electronics
C3436,O08491,16/12/2024,61,Male,31151,5345,Electronics
C3202,O08492,08/04/2024,62,Male,23949,3606,Electronics
C15154,O08493,24/09/2024,50,Male,27628,3962,Home
C19622,O08494,24/01/2024,61,Female,20185,1437,Home
C059,O08495,11/07/2024,47,Female,31678,589,Fashion
C11123,O08496,18/06/2024,28,Female,19383,1334,Home
C2972,O08497,01/01/2024,56,Female,56468,804,Home
C9720,O08498,10/11/2024,70,Female,26960,1540,Fashion
C14018,O08499,08/12/2024,63,Male,29530,1303,Home
C8315,O08500,09/09/2024,49,Male,27425,4388,Electronics
C9629,O08501,14/06/2024,34,Female,25340,1613,Electronics
C9355,O08502,23/11/2024,51,Male,30673,2050,Beauty
C11493,O08503,30/12/2024,56,Male,29500,3266,Fashion
C3346,O08504,31/12/2024,29,Female,28053,2699,Fashion
C18871,O08505,30/01/2024,32,Female,22132,6465,Electronics
C15358,O08506,25/05/2024,28,Female,32982,2259,Beauty
C562,O08507,13/10/2024,69,Female,25340,5334,Travel
C6262,O08508,17/11/2024,35,Male,20114,434,Grocery
C1738,O08509,12/07/2024,37,Female,19685,4331,Electronics
C9097,O08510,25/10/2024,40,Male,27126,3973,Home
C19939,O08511,25/06/2024,39,Female,72102,1457,Grocery
C12683,O08512,04/01/2024,28,Male,27559,3015,Home
C11724,O08513,29/04/2024,50,Female,22323,777,Beauty
C12099,O08514,20/07/2024,42,Male,22988,5321,Home
C9127,O08515,04/06/2024,51,Male,25367,1190,Beauty
C13390,O08516,28/06/2024,57,Male,32130,5058,Electronics
C8267,O08517,07/04/2024,37,Female,26777,5880,Electronics
C295,O08518,16/03/2024,70,Female,41840,2298,Fashion
C11435,O08519,05/07/2024,49,Male,27511,6108,Electronics
C5331,O08520,03/12/2024,26,Male,24510,2938,Fashion
C4656,O08521,04/05/2024,70,Female,33356,3832,Electronics
C17494,O08522,16/01/2024,22,Male,20862,2346,Beauty
C13461,O08523,22/08/2024,50,Male,43293,928,Fashion
C3772,O08524,15/10/2024,46,Male,28547,180,Grocery
C8564,O08525,25/04/2024,33,Female,24366,4374,Electronics
C17559,O08526,15/11/2024,36,Male,23955,2767,Fashion
C1165,O08527,13/06/2024,36,Female,21059,813,Grocery
C9476,O08528,10/02/2024,50,Female,24990,2915,Home
C12389,O08529,24/05/2024,36,Male,31231,2069,Beauty
C13970,O08530,04/07/2024,60,Female,31627,2335,Home
C8435,O08531,15/10/2024,29,Male,33819,287,Beauty
C19185,O08532,07/06/2024,64,Male,32108,3240,Travel
C7263,O08533,14/02/2024,19,Female,18130,1449,Home
C1542,O08534,24/04/2024,25,Female,23744,1200,Fashion
C2766,O08535,09/03/2024,36,Male,26304,1077,Home
C10307,O08536,24/12/2024,65,Male,20170,2394,Electronics
C4492,O08537,22/01/2024,22,Female,28620,5428,Electronics
C3084,O08538,24/03/2024,54,Female,23380,2435,Home
C1858,O08539,05/02/2024,60,Female,36714,1321,Grocery
C770,O08540,04/09/2024,67,Female,26564,836,Grocery
C17807,O08541,18/11/2024,65,Male,24932,1141,Home
C2973,O08542,17/03/2024,35,Male,40294,1229,Beauty
C18257,O08543,13/08/2024,28,Female,44139,6214,Electronics
C5600,O08544,20/05/2024,33,Male,28647,4037,Home
C18654,O08545,28/06/2024,21,Female,29558,2300,Travel
C5276,O08546,28/05/2024,63,Female,61403,1635,Home
C6572,O08547,01/08/2024,51,Male,28273,1503,Beauty
C5073,O08548,19/09/2024,44,Female,29279,1566,Fashion
C9632,O08549,18/10/2024,48,Male,43296,5757,Electronics
C11246,O08550,02/03/2024,48,Male,28116,307,Beauty
C14707,O08551,03/12/2024,37,Female,55416,2897,Fashion
C5464,O08552,28/08/2024,58,Female,25247,2628,Home
C7451,O08553,26/06/2024,65,Male,25661,6985,Electronics
C11096,O08554,08/03/2024,56,Female,28984,307,Beauty
C1314,O08555,12/09/2024,40,Female,24690,529,Grocery
C7848,O08556,10/02/2024,34,Female,24213,3199,Fashion
C17455,O08557,19/11/2024,61,Male,26346,2587,Electronics
C9167,O08558,16/02/2024,36,Female,31717,6128,Electronics
C9931,O08559,01/10/2024,28,Female,29104,3375,Home
C3286,O08560,12/06/2024,66,Male,24578,2231,Fashion
C3096,O08561,06/04/2024,50,Female,18291,3345,Fashion
C16705,O08562,10/06/2024,60,Female,30271,2966,Fashion
C18706,O08563,10/09/2024,49,Male,34933,1510,Beauty
C556,O08564,10/07/2024,51,Female,26346,5713,Electronics
C5433,O08565,19/10/2024,56,Male,28839,6776,Electronics
C1387,O08566,24/12/2024,61,Male,33065,4813,Home
C11240,O08567,22/08/2024,66,Male,24281,6961,Electronics
C10620,O08568,08/02/2024,19,Male,21779,1462,Beauty
C6855,O08569,28/12/2024,59,Male,21061,9807,Travel
C10197,O08570,12/05/2024,30,Female,25957,6123,Electronics
C16034,O08571,31/07/2024,27,Male,24801,2203,Travel
C7638,O08572,20/08/2024,47,Male,30762,8058,Travel
C12963,O08573,07/02/2024,29,Female,24513,4945,Electronics
C14941,O08574,11/04/2024,62,Male,28881,445,Fashion
C10619,O08575,27/06/2024,50,Male,42226,2270,Travel
C3794,O08576,12/10/2024,64,Male,19950,6368,Electronics
C7374,O08577,19/07/2024,37,Female,21562,1753,Fashion
C2514,O08578,03/12/2024,58,Male,19804,4385,Electronics
C2328,O08579,12/06/2024,18,Female,21744,980,Beauty
C8810,O08580,08/03/2024,20,Male,25938,6319,Electronics
C18550,O08581,22/09/2024,21,Male,20880,1605,Beauty
C19693,O08582,06/02/2024,29,Female,26134,212,Grocery
C6453,O08583,06/09/2024,60,Female,24339,5112,Travel
C7643,O08584,14/07/2024,42,Male,32802,1964,Electronics
C14436,O08585,10/04/2024,51,Male,25035,1351,Grocery
C993,O08586,28/11/2024,66,Female,42547,2353,Fashion
C5425,O08587,23/01/2024,31,Female,20314,2744,Electronics
C4382,O08588,05/11/2024,25,Male,18940,455,Fashion
C19559,O08589,12/07/2024,67,Female,29076,1935,Beauty
C4783,O08590,06/09/2024,48,Male,31787,1743,Beauty
C7461,O08591,30/12/2024,46,Female,19140,7782,Travel
C19463,O08592,27/10/2024,56,Female,23607,3480,Fashion
C2984,O08593,19/06/2024,64,Male,32676,960,Beauty
C14183,O08594,25/04/2024,18,Male,40715,3003,Fashion
C2524,O08595,29/08/2024,21,Female,22259,828,Home
C9678,O08596,22/06/2024,53,Male,28927,859,Grocery
C10293,O08597,07/04/2024,63,Female,20959,3271,Travel
C15090,O08598,19/02/2024,58,Male,23789,821,Home
C4582,O08599,25/02/2024,69,Male,21890,5147,Electronics
C11908,O08600,07/03/2024,37,Male,27274,5649,Electronics
C5610,O08601,02/09/2024,35,Female,25016,4845,Home
C18386,O08602,03/06/2024,51,Male,42348,4941,Home
C17772,O08603,28/09/2024,38,Female,26268,1394,Grocery
C11376,O08604,15/05/2024,63,Female,26467,5184,Electronics
C17415,O08605,24/12/2024,24,Female,22180,2761,Home
C9958,O08606,19/06/2024,52,Male,25154,1491,Grocery
C12956,O08607,30/08/2024,25,Male,27041,1708,Beauty
C1221,O08608,06/07/2024,21,Male,35454,1637,Fashion
C13164,O08609,24/04/2024,33,Male,17604,2191,Beauty
C13290,O08610,16/01/2024,44,Female,32190,6908,Travel
C12538,O08611,12/01/2024,24,Female,22605,1998,Fashion
C9811,O08612,07/02/2024,55,Female,29139,515,Grocery
C9456,O08613,18/06/2024,22,Female,22366,905,Home
C9064,O08614,01/06/2024,19,Female,20203,1595,Travel
C835,O08615,29/05/2024,68,Female,24767,6797,Electronics
C1725,O08616,16/10/2024,30,Male,29231,5036,Electronics
C2414,O08617,12/07/2024,52,Female,26830,2388,Home
C9506,O08618,10/06/2024,44,Male,21703,1881,Beauty
C4499,O08619,30/08/2024,66,Female,21050,5367,Home
C2106,O08620,22/01/2024,62,Female,24694,522,Beauty
C2569,O08621,18/02/2024,29,Female,21365,1391,Beauty
C9331,O08622,28/07/2024,22,Male,23943,1977,Grocery
C16594,O08623,08/03/2024,48,Female,34286,2025,Travel
C4912,O08624,30/06/2024,50,Male,35198,3320,Home
C18605,O08625,01/10/2024,64,Male,25305,691,Beauty
C16618,O08626,01/10/2024,61,Male,19067,2384,Fashion
C793,O08627,07/06/2024,53,Female,20718,2285,Fashion
C14196,O08628,17/07/2024,41,Female,25753,3588,Electronics
C13902,O08629,17/01/2024,54,Female,29528,1715,Beauty
C15763,O08630,23/01/2024,34,Female,27652,4500,Electronics
C19495,O08631,13/05/2024,20,Female,36072,348,Grocery
C18551,O08632,26/04/2024,34,Female,37000,5193,Travel
C8527,O08633,02/09/2024,59,Female,20633,8890,Travel
C15899,O08634,05/07/2024,28,Female,17172,4287,Electronics
C1215,O08635,19/01/2024,31,Male,27000,2027,Electronics
C15347,O08636,15/08/2024,60,Female,34651,4460,Home
C213,O08637,15/08/2024,23,Female,32212,4896,Electronics
C1659,O08638,20/08/2024,22,Male,28850,350,Beauty
C12271,O08639,19/03/2024,45,Female,22240,4257,Electronics
C14030,O08640,02/04/2024,61,Male,20799,2019,Electronics
C5025,O08641,07/02/2024,67,Female,28919,9188,Travel
C13040,O08642,11/01/2024,42,Male,23168,5445,Electronics
C5142,O08643,12/09/2024,39,Female,35519,2596,Electronics
C18179,O08644,24/11/2024,42,Female,31014,1025,Beauty
C5989,O08645,29/11/2024,31,Male,27122,4789,Home
C13778,O08646,17/04/2024,45,Female,21434,6250,Electronics
C5579,O08647,18/10/2024,27,Female,32475,4031,Electronics
C15052,O08648,10/11/2024,28,Male,24119,2881,Home
C3846,O08649,27/12/2024,61,Female,27041,4015,Home
C11883,O08650,04/06/2024,27,Male,22795,2294,Fashion
C14248,O08651,20/09/2024,41,Female,29099,236,Beauty
C11485,O08652,06/09/2024,57,Male,36493,3971,Travel
C379,O08653,04/09/2024,70,Female,20180,1114,Beauty
C3294,O08654,30/04/2024,31,Male,25817,5905,Home
C19714,O08655,18/05/2024,23,Male,21034,1745,Fashion
C11631,O08656,09/09/2024,34,Female,32084,2726,Fashion
C13661,O08657,12/11/2024,24,Male,78936,2706,Electronics
C16609,O08658,13/03/2024,66,Male,24183,417,Beauty
C738,O08659,26/03/2024,54,Female,19845,3404,Fashion
C16620,O08660,25/09/2024,51,Female,20798,2084,Fashion
C12471,O08661,05/10/2024,52,Female,29441,1140,Beauty
C17096,O08662,27/11/2024,46,Female,21922,4737,Electronics
C16118,O08663,08/02/2024,42,Female,37825,4191,Electronics
C14780,O08664,11/10/2024,32,Female,39635,2278,Fashion
C18273,O08665,06/05/2024,26,Female,36195,6944,Electronics
C17644,O08666,18/05/2024,29,Female,21523,2102,Home
C7272,O08667,08/10/2024,38,Female,32488,1781,Beauty
C17133,O08668,07/02/2024,42,Male,21325,1623,Home
C12179,O08669,14/04/2024,46,Male,27653,6541,Electronics
C19936,O08670,23/04/2024,52,Male,26555,2026,Home
C14491,O08671,14/12/2024,34,Male,38504,2616,Electronics
C13864,O08672,04/06/2024,57,Female,20613,959,Grocery
C1824,O08673,02/02/2024,36,Female,28090,4398,Home
C6853,O08674,22/04/2024,65,Male,26746,2316,Beauty
C13073,O08675,20/05/2024,56,Male,22378,1012,Fashion
C11134,O08676,17/04/2024,51,Female,26913,3617,Home
C15112,O08677,08/02/2024,40,Male,43450,1848,Home
C6520,O08678,14/12/2024,41,Male,26560,3709,Fashion
C1778,O08679,03/02/2024,41,Male,27453,2106,Fashion
C17607,O08680,03/04/2024,22,Male,24203,1510,Grocery
C14773,O08681,15/03/2024,18,Male,31373,1061,Grocery
C13622,O08682,17/09/2024,51,Male,34174,249,Beauty
C11860,O08683,27/12/2024,21,Male,24897,1333,Electronics
C18162,O08684,20/07/2024,46,Female,25959,1877,Fashion
C9497,O08685,13/10/2024,41,Male,18532,3842,Electronics
C7491,O08686,21/10/2024,42,Male,27748,2306,Beauty
C8894,O08687,10/06/2024,55,Female,40121,1300,Beauty
C2990,O08688,16/03/2024,50,Female,28577,3559,Fashion
C8344,O08689,22/07/2024,69,Female,29170,4228,Electronics
C17710,O08690,24/08/2024,30,Female,25571,1555,Fashion
C11915,O08691,25/12/2024,54,Female,17615,3074,Fashion
C8999,O08692,15/05/2024,58,Female,20764,5737,Electronics
C2723,O08693,02/08/2024,45,Male,24988,1404,Home
C4657,O08694,12/07/2024,34,Male,24874,1967,Fashion
C17710,O08695,01/10/2024,59,Male,35756,1094,Beauty
C4134,O08696,24/07/2024,67,Female,22098,6064,Electronics
C19254,O08697,27/12/2024,64,Female,27601,2806,Fashion
C1243,O08698,06/06/2024,36,Male,27904,3907,Fashion
C8540,O08699,17/07/2024,44,Male,55588,3578,Home
C1832,O08700,25/08/2024,29,Male,42051,901,Grocery
C17954,O08701,28/05/2024,44,Male,30450,615,Fashion
C7247,O08702,05/10/2024,50,Male,31308,2255,Home
C18303,O08703,17/04/2024,22,Male,31402,1655,Electronics
C3233,O08704,16/09/2024,35,Male,22692,2678,Electronics
C3759,O08705,26/04/2024,39,Male,20733,831,Fashion
C5998,O08706,02/12/2024,29,Male,27163,5444,Electronics
C18740,O08707,09/01/2024,36,Male,20035,5242,Home
C10973,O08708,12/02/2024,26,Male,21297,2935,Fashion
C15369,O08709,25/05/2024,58,Female,31457,3329,Electronics
C1825,O08710,23/05/2024,42,Male,27055,2052,Electronics
C10684,O08711,06/12/2024,48,Male,25228,381,Fashion
C4061,O08712,06/08/2024,41,Female,38673,2993,Fashion
C405,O08713,16/11/2024,27,Male,29165,4600,Electronics
C18106,O08714,21/04/2024,30,Male,27292,4789,Electronics
C11018,O08715,23/10/2024,59,Male,28105,3315,Fashion
C3846,O08716,19/10/2024,49,Male,21348,4908,Home
C11385,O08717,14/05/2024,66,Male,33234,2008,Beauty
C16449,O08718,15/09/2024,53,Female,19622,988,Beauty
C9492,O08719,22/10/2024,45,Male,29845,4141,Electronics
C13113,O08720,12/06/2024,53,Female,41722,5987,Home
C11786,O08721,16/04/2024,27,Female,34491,3564,Electronics
C969,O08722,28/04/2024,20,Female,25652,3189,Home
C369,O08723,25/02/2024,26,Female,24747,597,Fashion
C8425,O08724,24/06/2024,61,Male,26335,1380,Beauty
C2243,O08725,01/10/2024,19,Female,18651,2340,Beauty
C3084,O08726,15/11/2024,42,Male,27471,2369,Fashion
C13323,O08727,25/08/2024,20,Male,27551,4796,Electronics
C1470,O08728,26/09/2024,39,Female,30719,3070,Fashion
C4726,O08729,18/06/2024,46,Male,38701,3174,Home
C4260,O08730,19/10/2024,20,Male,30463,445,Beauty
C3623,O08731,25/01/2024,20,Male,34377,4987,Electronics
C10293,O08732,05/02/2024,43,Female,29826,2285,Beauty
C17208,O08733,02/10/2024,33,Male,23675,2290,Electronics
C3432,O08734,11/05/2024,28,Male,28027,4297,Electronics
C4152,O08735,12/06/2024,56,Female,22032,1356,Grocery
C4214,O08736,02/05/2024,18,Male,33377,8224,Travel
C15236,O08737,28/12/2024,70,Male,27918,6664,Electronics
C8990,O08738,23/05/2024,44,Female,29002,1010,Electronics
C780,O08739,24/08/2024,53,Female,42293,5084,Home
C15352,O08740,29/09/2024,40,Male,45643,3667,Home
C11043,O08741,24/09/2024,43,Female,22597,3981,Fashion
C19277,O08742,13/12/2024,28,Male,22313,5482,Electronics
C5535,O08743,24/12/2024,22,Female,33101,3928,Fashion
C3307,O08744,26/05/2024,40,Male,31081,1595,Grocery
C2903,O08745,07/12/2024,18,Male,24800,3782,Electronics
C13392,O08746,02/07/2024,42,Male,29768,6971,Travel
C3719,O08747,14/08/2024,32,Female,21916,2065,Beauty
C022,O08748,06/12/2024,18,Male,19751,1128,Grocery
C1501,O08749,08/08/2024,61,Female,21559,4289,Home
C9035,O08750,16/03/2024,48,Male,42175,5710,Electronics
C15800,O08751,25/09/2024,54,Male,22162,8696,Travel
C3642,O08752,07/12/2024,30,Male,57648,1660,Grocery
C192,O08753,22/12/2024,36,Male,31874,1601,Fashion
C13307,O08754,02/04/2024,37,Female,23852,6891,Electronics
C13415,O08755,25/10/2024,32,Female,20524,6420,Electronics
C8588,O08756,17/12/2024,56,Male,39131,6653,Travel
C4663,O08757,01/04/2024,40,Male,18443,2322,Home
C4327,O08758,23/04/2024,55,Male,23058,1031,Beauty
C9066,O08759,09/10/2024,40,Female,24331,3338,Fashion
C10472,O08760,02/10/2024,36,Female,18959,2993,Fashion
C12642,O08761,09/01/2024,34,Male,33718,1114,Grocery
C9197,O08762,07/03/2024,38,Male,24583,1805,Electronics
C12727,O08763,31/05/2024,27,Male,25750,1677,Beauty
C15652,O08764,08/05/2024,31,Female,31420,402,Grocery
C8537,O08765,21/10/2024,26,Female,24633,3383,Fashion
C19096,O08766,06/04/2024,29,Male,37012,9722,Travel
C12945,O08767,10/10/2024,61,Female,36969,2443,Electronics
C6274,O08768,22/07/2024,42,Male,25329,6622,Electronics
C6285,O08769,09/05/2024,55,Female,23958,1392,Fashion
C8818,O08770,29/05/2024,42,Male,19451,535,Grocery
C18063,O08771,18/08/2024,68,Male,23972,3234,Home
C8415,O08772,30/11/2024,24,Male,28606,3345,Electronics
C17128,O08773,02/12/2024,62,Male,26353,5250,Home
C16847,O08774,23/11/2024,46,Male,22301,5074,Home
C17953,O08775,08/08/2024,49,Female,46113,2483,Beauty
